,Reviews,Sentiment
30,"<div class=""text show-more__control"">Infinity War by far the best Marvel by a long way. However Endgame half the film was boring and only the last 10 minutes had an resembles to Infinity war.<br/><br/>Thick Thor, Professor Hulk brilliant the rest average.</div>",Negative
31,"<div class=""text show-more__control"">This movie was a joke,its barely a movie and more of an event this isint even an original movie the only thing this movie did to bring in people was have old mcu movies to make fans feel nostalgic,endames time travel logic was horrible, most overrated movie ever</div>",Negative
32,"<div class=""text show-more__control"">I dont see why people think its that great. We already know whats gonna happen. They just copy it from the comics. You want a good superhero movie. Make the movie first, then the comic book. It will save time and money.</div>",Negative
33,"<div class=""text show-more__control"">Not sure what all the fuss is about. It's no way an all-time top ten film</div>",Negative
34,"<div class=""text show-more__control"">I really liked Infinity war and really wanted to see the next movie. To my surprise it was pathetic. Thanks God I wathed it on Blu Ray and many scenes I simply skipped.</div>",Negative
35,"<div class=""text show-more__control"">A complete let down as they tried to turn End Game into some family comedy bit. They should have stopped at Infinity War.</div>",Negative
36,"<div class=""text show-more__control"">Potboiler at best ... confusing to say the least. This was just an opportunity for these actors to make a shed load of money without trying. How it ever got 8.6 is beyond me ..</div>",Negative
37,"<div class=""text show-more__control"">Not sure about the rave reviews. But was a huge let down. It felt as if they just wanted to end the series . Infinity war could have been a better ending. Lot of flaws on time travel theory as well.</div>",Negative
38,"<div class=""text show-more__control"">Cheap dialogs, non sense violence. The only thing the movie has to offer is explosions. Is it really that hard to make quality superhero movies? Look at Christopher Nolan's series of Batman movies, those are quality films. This movie is flat, it can be consumed as fast food, nothing to offer really</div>",Negative
39,"<div class=""text show-more__control"">This movie was horrendous - it seems like the script was written by a 10 year old. The humor was terrible and the story was fragmented. Really don't understand how people are rating this so high. Maybe another movie, Idiocracy, explains it all - people are just satisfied by dumber crap.</div>",Negative
40,"<div class=""text show-more__control"">This movie dosent deserve to be this high on IMDb,it was bring and by far the worst avengers movie with a disapointing and predictable outcome,it ruined thanos and the heroes one with no casualties like every superhero movie,endgame was by far the worst most overrated marvel movie</div>",Negative
41,"<div class=""text show-more__control"">Story not good .. that's way i don't like this type of move.</div>",Negative
42,"<div class=""text show-more__control"">You can't even consider this a film. It's a 3 hour tv episode. Films should work on their own. Even batman returns and the dark knight understood this, and work on their own. This ""film"" is okay enough. The ""original"" score is terrible. The acting is decent. The CGI is way overused, not a single shot without some CG ""enhancements"". The story is, well, near nonexistent once you take out the action sequences. I'd give this a 5/10. Only rated it 1 star because a franchise film does not deserve a spot in the top 100.</div>",Negative
43,"<div class=""text show-more__control"">It was extremely disappointing. Crammed every politically correct them down your throat.</div>",Negative
44,"<div class=""text show-more__control"">Horrible movie. Boring and poorly written. I don't understand the high rating or the hype. I didn't even finish watching it because it was so awful. I love all of the Marvel movies, but this one was unwatchable. What a waste of a perfectly good Saturday night.</div>",Negative
45,"<div class=""text show-more__control"">Seriously I am actually convinced now that nobody in the industry knows how to write an ending. they are so focused on leaving plot opening for a possible future opportunity that they cant give a satisfying ending!
Game of thrones and the decline of Stranger things to mention a few.</div>",Negative
46,"<div class=""text show-more__control"">OMG! What have I just watched? Remake of Avengers: Infinity War?<br/><br/>The last installment of Avengers looks like another Infinity War with table turning (this time we won) and introduction of few new elements such as Captain Marvel, Ant-Man and time machine. The rest is pretty much the same: whole lot of super-heroes doing crash-smash-flash-zap-bang super-fictional thing we already seen in earlier Avengers. OK, have to admit CGI is awesome but if you strip that the result is below average movie to watch once and leave in archive (if you mistakenly bought disc).<br/><br/>Bottom line, I really don't see End Game as a ""Masterpiece"" just because it filled-up box office emerging on top of all movies. It is not something we have not seen before, no breakthrough, not better than Infinity War. Just good advertising boosted this up on hall of fame scale.</div>",Negative
47,"<div class=""text show-more__control"">It started off alright but then it messed with time travel and it just got worse. It devolved into chaos and everyone was screwed over.</div>",Negative
48,"<div class=""text show-more__control"">Hmmmm, nah.
Big purple guy is hero, film shot from perspective of the villains and their selfish motivations. Defending their myopic view of the universe.
Mark Ruffalo deserves a golden globe but only for the pars where he is The Hulk.
Not enough love making, who are we without love?</div>",Negative
49,"<div class=""text show-more__control"">""After the years of a big buildup what a big let down . There was plot hole after plot hole and little action scenes. Thanos was like a little girl in comparison to infinity war . Captain Marvel one of the most powerful in the galaxy was on annual leave only there for little bits . The Hulk was a disappointment. Thoese rating a high score are just not watching the movie at all .""<br/><br/>I have to agree with this statement, plot holes all over the movie.. but in the other hand if you like a visual appealing movie and you are a Tony Stark/Iron Man fan well i guess its not a completly waste.<br/><br/>In other words, I wouldnt pay to see it again.</div>",Negative
50,"<div class=""text show-more__control"">Just watched the movie. Despite my best wishes, I simply cannot find myself singing praises to such a poorly-done movie. Ranging from the grossly obvious CGI to the poorly written-out story line, Endgame is extremely underwhelming. Throughout the movie I found myself sitting in utter disbelief as to how Endgame went so wrong after a fantastic Infinity War.</div>",Negative
51,"<div class=""text show-more__control"">I had such big expectations for this movie and i was so anxious to see it that in the past two weeks i kept dreaming and thinking about it every day. But, unfortunetly, the movie dissapointed me pretty much. I really like the Ruso brothers and they have had great imagination and are good at what they do, but this movie was casted and filmed in a hurry with little to almost no action at all and lack of inspiration and imagination. They could have done a much better job with the Endgame movie but i guess that is what happens when you rush to make even more money and don't care much about the fans.
Hope they make it up to us with their next movie.</div>",Negative
52,"<div class=""text show-more__control"">I didn't like being disappointed by it but it didn't do all the years of build up and the characters justice. It has good comedy but ultimately felt like a lacklustre way to end things. Less of an Endgame more of just an ending.</div>",Negative
53,"<div class=""text show-more__control"">I was bored throughout this movie.
1. Nothing really happens for most of the movie and there are so many unnecessary long scenes.
2.There is one really good fight/ action sequence.
3. THEY DID THOR SO WRONG.
I watched Infinity war the night before and I couldn't take my eyes off the screen. With endgame I was looking at my phone the whole time hoping something would happen.</div>",Negative
54,"<div class=""text show-more__control"">Never in my life have I left a review on here however I felt obligated to after sitting through three hours of absolute nonsense. The film began an I was just at a loss for words, it felt like a practical joke. However I held out hope that it would get better, it didn't, it got worse. The way some of these beloved characters have been portrayed in this film literally made my toes curl up in embarrassment, it's absolutely shocking. Lazy writing, and beyond anti climactic. I've seen so many 10/10 reviews on here I'm half convinced the film I seen was actually a joke and all these other people got to see a completely different film than I did.
I had so much hope for the Russo Brothers to make this a truly spectacular film and I didn't think it would be possible for them to mess up this bad. I had tickets to go and see it a second time later on today however I'd rather lose the money and not go than sit through it again. So dissappointed.</div>",Negative
55,"<div class=""text show-more__control"">Not one time did the scene after a scene make sense or have anything to do with the previous scene. I know this was a kids movie really but wow. I wish luck to all that come after me. The future is not bright. Maybe one of you can stop this. I feel like I watched 4 different movies all just settiny up movies to suck more moneu from my wallet but im done. Chris Pratts likeability will no longer fool me into beliveing this film series has a heart. It does not. It is evil personified. Hollywoods sins on a silver platter. Hope you have hot sauce to choke down this garbage.</div>",Negative
56,"<div class=""text show-more__control"">It's long, and I don't mean in time length, but plot. It FEELS loooooong. The LOTR trilogy flew by. This...did not. And I'd love to know why Cpt. Marvel was in there at all. The climax is amazing. It is truly the climax of climaxes, but that's not surprising. Any superhero movie with its salt, is going to have a badass battle against good and evil.</div>",Negative
57,"<div class=""text show-more__control"">Too many cringe worthy moments.
Too much talking not enough action.
This is superhero movie, not looking for bloodly oscar performance.
Time travel thing was silly nonsense. I felt like walking out.</div>",Negative
58,"<div class=""text show-more__control"">Left the cinema disappointed!<br/><br/>Not a patch on infinity war - in fact I would of preferred finishing the franchise with infinity wars ending! Ragnorak had natural humour - they tried forcing humour into this and it went down like a lead balloon!<br/><br/>Predictable drivel focussing on boring characters - how are people giving this over a 5? Made a mockery of the 21 films before it - hulk and Thor's character????? Ridiculous!<br/><br/>Avengers infinity war 9/10
End game 2/10<br/><br/>Zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz</div>",Negative
59,"<div class=""text show-more__control"">Complete garbage. The Marvel Universe is far too overrated and pathetic, there is nothing cool or funny in this silly universe</div>",Negative
60,"<div class=""text show-more__control"">Gave it an extra star because the ending was a fitting finale. If you haven't seen this at a movie theatre, then just wait for it to come to Netflix or whatever streaming service Disney will release. I was in the theatre for close to 4 hours and it's just not worth it.</div>",Negative
61,"<div class=""text show-more__control"">Where to begin. 30 mins in I got an uneasy feeling. An hour in something felt very wrong. Two hours in I was in shock. This film is a bloated, BORING, convoluted slog of time travel utter nonsense. The positive reviews of this film have me convinced that professional reviewers, pod-casters and tv/youtube talking heads are being paid for favorable reviews. I'd hate to sound like a conspiracy minded person but...
During the 3 hours in a sold-out theatre I barley heard a chuckle as most of the jokes fell flat, rare for a marvel movie. The end garnered no applause, also rare for an event movie like this. So many characters are minimized or just poorly written. For the record I loved Infinity War. I thought I was walking in to the greatest comic book super hero movie ever and I could not be more disappointed.</div>",Negative
62,"<div class=""text show-more__control"">Too much hype
Toooooo many loopholes
The story is so impossible that it makes fiction look like fiction .. I mean it always was but this gives me physical indigestion
People are crazy dumb to say it is awesome because nothing makes any sense
What with nebula from the future killing nebula from the past !!!
What with captain America returning on a bench and not in the time machine !!!
Just any damn thing .. senseless .. in coherent .. logically defunct</div>",Negative
63,"<div class=""text show-more__control"">I've expected much more as it was the final chapter but to be honest infinity war was much more interesting and mind banding, the story happened in the end game I expected them almost all of them before watching the movie so I was waiting to be proved wrong and get excited unfortunately I wasn't, End game was more emotional rather than interesting, they paid too much attention to viewers satisfaction they did what emotional viewers would have wanted.<br/><br/>End of the story</div>",Negative
64,"<div class=""text show-more__control"">This movie is pure awesomeness. This is a movie, i will be remembered for eternity.
Just a big thanks. Cinema was never so much entertaining.
Can't wait for blu ray disk</div>",Negative
65,"<div class=""text show-more__control"">This movie was awful; the acting was abhorrent, the special effects looked like a spy kids movie, and the plot was verging on completely ludicrous. I was ready for a simple popcorn flick, but this movie committed the worst crime of all; it was horrendously boring.<br/><br/>This film had zero depth, the characters were two dimensional, and the jokes mostly fell flat for me. The actors looked bored, and at times there was more green screen than the Star Wars prequels. Worse still, there were times where it felt like certain actors weren't even on set at the same time as the others, and it was all edited together afterwards.<br/><br/>I wish I had the infinity glove so I could click my fingers and cut this movie by 50% of its runtime.</div>",Negative
66,"<div class=""text show-more__control"">The film has too many references to previous Marvel films, and is not friendly to those who are not Marvel fans. General audiences may easily get confused: what is this and why is that? The story is not original either. We have seen too many time-travel films, such as Back to the Future and Days of Future Past. This film does not offer anything new. Besides, the last thirty minutes are kind of redundant, and the overall running time is unnecessarily long.</div>",Negative
67,"<div class=""text show-more__control"">This film is 181min long and only 5min are good. The rest is just boring...</div>",Negative
68,"<div class=""text show-more__control"">It was an disappointment! That's all i can say !
Absolute trash</div>",Negative
69,"<div class=""text show-more__control"">This movie drug on far too long. Captain Marvel ruined every scene she was in. Stars given for Thors performance which was hilarious. Looking forward to Ragnorak 2, maybe.</div>",Negative
70,"<div class=""text show-more__control"">Thanos please Snap this Movie is bad Script writing!</div>",Negative
71,"<div class=""text show-more__control"">This movie drug on far too long. Captain Marvel ruined every scene she was in. Stars given for Thors performance which was hilarious. Looking forward to Ragnorak 2, maybe.</div>",Negative
72,"<div class=""text show-more__control"">This film is 181min long and only 5min are good. The rest is just boring...</div>",Negative
73,"<div class=""text show-more__control"">It was an disappointment! That's all i can say !
Absolute trash</div>",Negative
74,"<div class=""text show-more__control"">The film has too many references to previous Marvel films, and is not friendly to those who are not Marvel fans. General audiences may easily get confused: what is this and why is that? The story is not original either. We have seen too many time-travel films, such as Back to the Future and Days of Future Past. This film does not offer anything new. Besides, the last thirty minutes are kind of redundant, and the overall running time is unnecessarily long.</div>",Negative
75,"<div class=""text show-more__control"">This movie was awful; the acting was abhorrent, the special effects looked like a spy kids movie, and the plot was verging on completely ludicrous. I was ready for a simple popcorn flick, but this movie committed the worst crime of all; it was horrendously boring.<br/><br/>This film had zero depth, the characters were two dimensional, and the jokes mostly fell flat for me. The actors looked bored, and at times there was more green screen than the Star Wars prequels. Worse still, there were times where it felt like certain actors weren't even on set at the same time as the others, and it was all edited together afterwards.<br/><br/>I wish I had the infinity glove so I could click my fingers and cut this movie by 50% of its runtime.</div>",Negative
76,"<div class=""text show-more__control"">This movie is pure awesomeness. This is a movie, i will be remembered for eternity.
Just a big thanks. Cinema was never so much entertaining.
Can't wait for blu ray disk</div>",Negative
77,"<div class=""text show-more__control"">I've expected much more as it was the final chapter but to be honest infinity war was much more interesting and mind banding, the story happened in the end game I expected them almost all of them before watching the movie so I was waiting to be proved wrong and get excited unfortunately I wasn't, End game was more emotional rather than interesting, they paid too much attention to viewers satisfaction they did what emotional viewers would have wanted.<br/><br/>End of the story</div>",Negative
78,"<div class=""text show-more__control"">Too much hype
Toooooo many loopholes
The story is so impossible that it makes fiction look like fiction .. I mean it always was but this gives me physical indigestion
People are crazy dumb to say it is awesome because nothing makes any sense
What with nebula from the future killing nebula from the past !!!
What with captain America returning on a bench and not in the time machine !!!
Just any damn thing .. senseless .. in coherent .. logically defunct</div>",Negative
79,"<div class=""text show-more__control"">Where to begin. 30 mins in I got an uneasy feeling. An hour in something felt very wrong. Two hours in I was in shock. This film is a bloated, BORING, convoluted slog of time travel utter nonsense. The positive reviews of this film have me convinced that professional reviewers, pod-casters and tv/youtube talking heads are being paid for favorable reviews. I'd hate to sound like a conspiracy minded person but...
During the 3 hours in a sold-out theatre I barley heard a chuckle as most of the jokes fell flat, rare for a marvel movie. The end garnered no applause, also rare for an event movie like this. So many characters are minimized or just poorly written. For the record I loved Infinity War. I thought I was walking in to the greatest comic book super hero movie ever and I could not be more disappointed.</div>",Negative
80,"<div class=""text show-more__control"">Gave it an extra star because the ending was a fitting finale. If you haven't seen this at a movie theatre, then just wait for it to come to Netflix or whatever streaming service Disney will release. I was in the theatre for close to 4 hours and it's just not worth it.</div>",Negative
81,"<div class=""text show-more__control"">Complete garbage. The Marvel Universe is far too overrated and pathetic, there is nothing cool or funny in this silly universe</div>",Negative
82,"<div class=""text show-more__control"">Left the cinema disappointed!<br/><br/>Not a patch on infinity war - in fact I would of preferred finishing the franchise with infinity wars ending! Ragnorak had natural humour - they tried forcing humour into this and it went down like a lead balloon!<br/><br/>Predictable drivel focussing on boring characters - how are people giving this over a 5? Made a mockery of the 21 films before it - hulk and Thor's character????? Ridiculous!<br/><br/>Avengers infinity war 9/10
End game 2/10<br/><br/>Zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz</div>",Negative
83,"<div class=""text show-more__control"">Too many cringe worthy moments.
Too much talking not enough action.
This is superhero movie, not looking for bloodly oscar performance.
Time travel thing was silly nonsense. I felt like walking out.</div>",Negative
84,"<div class=""text show-more__control"">It's long, and I don't mean in time length, but plot. It FEELS loooooong. The LOTR trilogy flew by. This...did not. And I'd love to know why Cpt. Marvel was in there at all. The climax is amazing. It is truly the climax of climaxes, but that's not surprising. Any superhero movie with its salt, is going to have a badass battle against good and evil.</div>",Negative
85,"<div class=""text show-more__control"">Not one time did the scene after a scene make sense or have anything to do with the previous scene. I know this was a kids movie really but wow. I wish luck to all that come after me. The future is not bright. Maybe one of you can stop this. I feel like I watched 4 different movies all just settiny up movies to suck more moneu from my wallet but im done. Chris Pratts likeability will no longer fool me into beliveing this film series has a heart. It does not. It is evil personified. Hollywoods sins on a silver platter. Hope you have hot sauce to choke down this garbage.</div>",Negative
86,"<div class=""text show-more__control"">Never in my life have I left a review on here however I felt obligated to after sitting through three hours of absolute nonsense. The film began an I was just at a loss for words, it felt like a practical joke. However I held out hope that it would get better, it didn't, it got worse. The way some of these beloved characters have been portrayed in this film literally made my toes curl up in embarrassment, it's absolutely shocking. Lazy writing, and beyond anti climactic. I've seen so many 10/10 reviews on here I'm half convinced the film I seen was actually a joke and all these other people got to see a completely different film than I did.
I had so much hope for the Russo Brothers to make this a truly spectacular film and I didn't think it would be possible for them to mess up this bad. I had tickets to go and see it a second time later on today however I'd rather lose the money and not go than sit through it again. So dissappointed.</div>",Negative
87,"<div class=""text show-more__control"">I was bored throughout this movie.
1. Nothing really happens for most of the movie and there are so many unnecessary long scenes.
2.There is one really good fight/ action sequence.
3. THEY DID THOR SO WRONG.
I watched Infinity war the night before and I couldn't take my eyes off the screen. With endgame I was looking at my phone the whole time hoping something would happen.</div>",Negative
88,"<div class=""text show-more__control"">I didn't like being disappointed by it but it didn't do all the years of build up and the characters justice. It has good comedy but ultimately felt like a lacklustre way to end things. Less of an Endgame more of just an ending.</div>",Negative
89,"<div class=""text show-more__control"">I had such big expectations for this movie and i was so anxious to see it that in the past two weeks i kept dreaming and thinking about it every day. But, unfortunetly, the movie dissapointed me pretty much. I really like the Ruso brothers and they have had great imagination and are good at what they do, but this movie was casted and filmed in a hurry with little to almost no action at all and lack of inspiration and imagination. They could have done a much better job with the Endgame movie but i guess that is what happens when you rush to make even more money and don't care much about the fans.
Hope they make it up to us with their next movie.</div>",Negative
90,"<div class=""text show-more__control"">Just watched the movie. Despite my best wishes, I simply cannot find myself singing praises to such a poorly-done movie. Ranging from the grossly obvious CGI to the poorly written-out story line, Endgame is extremely underwhelming. Throughout the movie I found myself sitting in utter disbelief as to how Endgame went so wrong after a fantastic Infinity War.</div>",Negative
91,"<div class=""text show-more__control"">""After the years of a big buildup what a big let down . There was plot hole after plot hole and little action scenes. Thanos was like a little girl in comparison to infinity war . Captain Marvel one of the most powerful in the galaxy was on annual leave only there for little bits . The Hulk was a disappointment. Thoese rating a high score are just not watching the movie at all .""<br/><br/>I have to agree with this statement, plot holes all over the movie.. but in the other hand if you like a visual appealing movie and you are a Tony Stark/Iron Man fan well i guess its not a completly waste.<br/><br/>In other words, I wouldnt pay to see it again.</div>",Negative
92,"<div class=""text show-more__control"">It started off alright but then it messed with time travel and it just got worse. It devolved into chaos and everyone was screwed over.</div>",Negative
93,"<div class=""text show-more__control"">Hmmmm, nah.
Big purple guy is hero, film shot from perspective of the villains and their selfish motivations. Defending their myopic view of the universe.
Mark Ruffalo deserves a golden globe but only for the pars where he is The Hulk.
Not enough love making, who are we without love?</div>",Negative
94,"<div class=""text show-more__control"">It's rewind time everybody! I hate this movie. Go away.</div>",Negative
95,"<div class=""text show-more__control"">WHAT THE HELL IS WRONG WITH THE RUSSO BROTHERS,,,,, After you did a terrible job of messing up the hulk in infinity war you then made it worst in endgame with nonsense professor hulk and to add insult to injury you also mess up thor,,,, you suck Russo Brothers,,,, you did such a fantastic job with the winter soldier and civil war two of my favorite movies,, what went wrong with endgame,,,,, you took two of the strongest and best avengers and turn one into a big slob and turn hulk into a big stupid teddy bear,,,,, seriously disappointed.</div>",Negative
96,"<div class=""text show-more__control"">What the?......<br/><br/>how could i have enjoyed Infinity war so much and find this to be a bunch of total incoherent crap? leave the Time Traveling to the experts like Dr Who. I wont even go into the all the plot holes and no sense paradoxes as i'm sure many have already done but what a sad ending to a wonderful journey? and please Disney, please lay off on the Wokey preaching crap its getting tedious, lets just have a good story eh and leave the politics to the Politicians?</div>",Negative
97,"<div class=""text show-more__control"">Quite possibly the worst Avengers film in the series.
Plot holes in every single scene, bland and cold acting.
Sad really!</div>",Negative
98,"<div class=""text show-more__control"">Way to long of a movie probably could of cut an hour out of it and it wouldn't have made a difference. Probably one of the worst Avenger movies I've seen. Very slow to get to the point and it do not hold my interest or my husband's.</div>",Negative
99,"<div class=""text show-more__control"">And i did like the previous ones. The first part was also not so good but this one was empty .... i totally don't understand why many people did like it. The aspects i usually like in this series is the humor and fun. This one didn't have almost any jokes and the storyline, is (as usual) pretty idiotic. There was not even any sophistication in the plot, just ... three hours of nothing. i don't rate it with 1/10 just because there were a few well done landscape shots...<br/><br/>Come on, earth, stop spinning... i want to get off...</div>",Negative
100,"<div class=""text show-more__control"">Captain America, Iron man and the Avengers all should have stopped after their first movie. Antman was terrible whatsoever and only Thor Ragnarok was a better movie than the first in the serie.
Endgame is a horrible movie and only rated high since it is the end of a well appreciated line.</div>",Negative
101,"<div class=""text show-more__control"">More than 2 hours of drama and only minutes of action...or at least that's what it felt like. Also, tons of that annoying Hollywood epic type of music to make me consider muting it.</div>",Negative
