,Reviews,Sentiment
12,"<div class=""text show-more__control"">So first came the joker movie which was inspired by the comic with additives from King of comedy and Taxi driver.Then came the incredible box office.(If this movie deserves to make over a billion,Underwater and Charlie's Angels deserve to make 2 billion each.)But the celebration does not stop there.Hollywood loved it so much that they are giving it 11 nominations.Did they forget to give Natural born killers or The strangers, other movies that glorifies violence 11 nominations also?Because the Joker is in the same lane.You want to kill people?Just do it!You will be celebrated like a hero!Warner Brothers and everybody involved should be ashame of this piece of work.Gratious violent films should not be made and should not be rewarded.</div>",Negative
13,"<div class=""text show-more__control"">This movie is too rude to be rated as R, it should be NC-17 since it's too dangerous for non-adult</div>",Negative
14,"<div class=""text show-more__control"">Wasted 2 hours of my life watching this. Had some expectations after hype created in social media and news. But it's just so overrated. Waste of time.</div>",Negative
15,"<div class=""text show-more__control"">I do not know what the fuss is about and its got a Gary Glitter song in it, I turned it off in disgust at that point..</div>",Negative
16,"<div class=""text show-more__control"">I didn't like the story of the film neither the performance of the joker</div>",Negative
17,"<div class=""text show-more__control"">To be honest nothing new very simple story line ... No entertaining nor trill each and everything is terrible .. and plz don't compare this joker acting with dark night joker 😡 he was a great</div>",Negative
18,"<div class=""text show-more__control"">Lame Script, absoulutely nothing special. All the hype was just a real let down. The dark knight will forever be the best joker movie ever.</div>",Negative
19,"<div class=""text show-more__control"">Well, the cinematography was good. I can't say it was entertaining.</div>",Negative
20,"<div class=""text show-more__control"">This is NOT ""the best movie ever!""
It is not the worst, that title is reserved for BUG.
However, I can't see what people think even make this good.</div>",Negative
21,"<div class=""text show-more__control"">Different from the others, but still relies on the comic franchise to prop it up and make it meaningful. Without the joker context, it really seems more like a documentary on severe mental health disorder. I also felt that it kind of copied a lot of aspects of fight club.</div>",Negative
22,"<div class=""text show-more__control"">A depressing, boring, pile of crap. 1 is a generous rating.
Movies should be entertaining, not depressing.</div>",Negative
23,"<div class=""text show-more__control"">This is NOT ""the best movie ever!""
It is not the worst, that title is reserved for BUG.
However, I can't see what people think even make this good.</div>",Negative
24,"<div class=""text show-more__control"">Well, the cinematography was good. I can't say it was entertaining.</div>",Negative
25,"<div class=""text show-more__control"">Lame Script, absoulutely nothing special. All the hype was just a real let down. The dark knight will forever be the best joker movie ever.</div>",Negative
26,"<div class=""text show-more__control"">To be honest nothing new very simple story line ... No entertaining nor trill each and everything is terrible .. and plz don't compare this joker acting with dark night joker 😡 he was a great</div>",Negative
27,"<div class=""text show-more__control"">I do not know what the fuss is about and its got a Gary Glitter song in it, I turned it off in disgust at that point..</div>",Negative
28,"<div class=""text show-more__control"">I didn't like the story of the film neither the performance of the joker</div>",Negative
29,"<div class=""text show-more__control"">Wasted 2 hours of my life watching this. Had some expectations after hype created in social media and news. But it's just so overrated. Waste of time.</div>",Negative
30,"<div class=""text show-more__control"">This movie is too rude to be rated as R, it should be NC-17 since it's too dangerous for non-adult</div>",Negative
31,"<div class=""text show-more__control"">So first came the joker movie which was inspired by the comic with additives from King of comedy and Taxi driver.Then came the incredible box office.(If this movie deserves to make over a billion,Underwater and Charlie's Angels deserve to make 2 billion each.)But the celebration does not stop there.Hollywood loved it so much that they are giving it 11 nominations.Did they forget to give Natural born killers or The strangers, other movies that glorifies violence 11 nominations also?Because the Joker is in the same lane.You want to kill people?Just do it!You will be celebrated like a hero!Warner Brothers and everybody involved should be ashame of this piece of work.Gratious violent films should not be made and should not be rewarded.</div>",Negative
32,"<div class=""text show-more__control"">The worst film i have seen in my life
It is nothing</div>",Negative
33,"<div class=""text show-more__control"">A really bad movie, fell half a sleep during the film and the actors were really bad.</div>",Negative
34,"<div class=""text show-more__control"">I took my kids to go see this movie and had to walk out One Hour in After Paying $50 on Tickets and Snacks!!!I thought it was going to be a movie with Batman but this has NOTHING to do with Batman!!! The theater didn't give me a refund and I'm NOT going to take my kids back in to finish it, do not watch this with your kids. I'm disappointed in DC for allowing such a movie to be made!!</div>",Negative
35,"<div class=""text show-more__control"">I really disappointed with this movie. It is one of the most miserable and obtuse movies I ever watched.
I wish not to waste my time watching it...</div>",Negative
36,"<div class=""text show-more__control"">It's a very unoriginal film. just watch Taxi Driver and King of Comedy. it's basically a rip-off of those movies.</div>",Negative
37,"<div class=""text show-more__control"">Good acting and all but just too negative. It's sad movie and I did not enjoy.</div>",Negative
38,"<div class=""text show-more__control"">Ugh I hate stupid movies like these so much, I don't get why or how everyone loves this movie so much. It had 0 story and a pretty stupid and cliche twist, this proves people are stupid.</div>",Negative
39,"<div class=""text show-more__control"">I can't remember the last time I was as bored.
At no point did I give a toss about the Joker.
Beyond over rated and Joaqin Phoenix was as crap as he normally is.
Don't bother with it.</div>",Negative
40,"<div class=""text show-more__control"">Two hours of nervous laughing, smoking and psychosis. Cigarette companies must love Hollywood. Finally extreme violence at the end. Oscar material? 10 star material? I think not. Best part the music.</div>",Negative
41,"<div class=""text show-more__control"">I went in to joker with high expectations, and hounestly Joaquin phoenix was absolutely amazing and kept me glued to the screen, everytime arthur wore the joker make up crazy sh#t happened, joker is a really dark and sad depiction of how society really is, the past 30 minutes were the BEST piece of cinema I've seen, as soon as he put on his iconic joker make up the movie got even better, the stair dancing scene was amazing and peopel were laughing of happiness, everything from bruce Wayne's parents dying and the car dancing scene and all the followers rooting joker is without a doubt one of the BEST movies ever made and the best movie this year</div>",Negative
42,"<div class=""text show-more__control"">I can not understand why people think this is a good film, it's rubbish....</div>",Negative
43,"<div class=""text show-more__control"">But the best part is joakin not film. You should watch this</div>",Negative
44,"<div class=""text show-more__control"">Joaquin Phoenix is a very good actor, he did all he could do to justify such a sad excuse for a story featuring as the greatest comic book villain in the universe. He did very good imitation of the many great actors who played Joker and tried to maintain the same level of insanity portrayed by them to personify the intense negative character. You could remove all the hints given in the movie to the Batman comics and Joaquin could still demand the Oscar as the best actor. But the screenplay/story destroyed all the fantasies I had, and in fact all the fans, of Joker. Joker has plan in his madness and this guy is just a regular mental patient.</div>",Negative
45,"<div class=""text show-more__control"">This movie is truely a masterpiece. Rather than a comic book flick this movie wasa total psychological study. Joaquin Phoenix was really awesome as Joker. He really made us feel compassion and sorrow for the suffering he has been facing from the dirty political society.</div>",Negative
46,"<div class=""text show-more__control"">Phoenix was one of the worst jokers to ever play the part. He had 2 hours to pull you in and make you believe he could be joker but failed horribly. It was just watching some guy reading lines. Heath ledgers joker you could feel the pain in his acting. Jack Nicholson and Jared Leto you could see the crazy defiance but Phoenix was nothing. They threw the wrong guy on the screen to get across their views of the world.</div>",Negative
47,"<div class=""text show-more__control"">Terrible and boring , a terrible modern movie . main character is not interesting, the movie seems like a bad copy of the first joker Movie looks like a teen movie that it is intended exclusively for teenagers because it's not too good for adults ,it is too soft .I give a review 2 of 10 And the movie is boring and not interesting at least deserves 2 for a nice picture</div>",Negative
48,"<div class=""text show-more__control"">I don't get all the 10 scores for this movie. I found it to be a confusing, convoluted mess, not worth the money I paid to see it, oh wait I did not pay to see it so that is a plus. Slow, boring and full of plot holes that you could drive a truck through. If you go into this movie thinking it is an extension of the Christopher Nolan trilogy, you are in for a rude awakening. If you think that this is the Joker of the 1960s Batman, you are in for shock. Hard pass.</div>",Negative
49,"<div class=""text show-more__control"">Way too long for what was told. Way too slow. The hype is ""fake"". The acting is good along with the cenematography, but the plot and story doesn't need more than an hour to tell. Can not agree with this movie winning an oscar for any category.</div>",Negative
50,"<div class=""text show-more__control"">Could have been good. I don't understand why anyone would rate this well unless you like watching a depressed person for 2hrs. Was expecting a decent movie with the ratings. Must be some Emmy award-winning garbage.</div>",Negative
51,"<div class=""text show-more__control"">Finally got around to watching this movie, I really enjoy a good origin story of which this was not! The maniacal clown that I grew up with reading the comics Was this, he was originally the Red Hood: a criminal who, during his final heist, vanishes after leaping into a vat of chemicals to escape Batman. His resulting disfigurement led him to adopt the name ""Joker"", from the playing card figure he came to resemble.
He was not a young Jack Napier who killed Bruce Wayne's parents in the Tim Burton travesty. He didn't start a clown movement and start a riot resulting in Wayne's parents death. Let's do a little time line figuring out too. If Arthur was lets say 30 in this movie and Bruce was lets say 10, when the time came for the two to meet as The Joker and Batman the would have been 50 and 30.
Enough with destroying characters origins!</div>",Negative
52,"<div class=""text show-more__control"">What an absolute horrible slog of a film. It is dark, depressing, poorly acted, incredibly and needlessly violent and the very antithesis of entertainment. Avoid this absysmal piece of dung.</div>",Negative
53,"<div class=""text show-more__control"">I guess I was expecting something more, the hype was huge, sadly I felt this movie left me wondering why?? The acting was adequate, action non existent, dialogue superficial and Phoenix a sad reproduction of Ledgers benchmark. Just my opinion, however my lady watched it with me and seemed befuddled by the absolute lack of anything noteworthy. As an origin story, it was disappointing, as an artistic endeavor to exploit comic logic in an ethereal manner, it was tragically successful. Of the 20 or so people I have discussed this movie with, all but one, an arts student in his eighth year of studies, felt much the same. Sadly, this seems to be the way of the Hollywood studios, reheat old stew, add curry powder and call it original.</div>",Negative
54,"<div class=""text show-more__control"">Such a waste of money on a bad movie, apart from Joaquin the movie sucks, way too boring way too long, have no idea how this piece of crap got over 8 on score.... the movie deserves 0.1 and not even 1 but I gave 2 thanks to the main actor..</div>",Negative
55,"<div class=""text show-more__control"">You'll see him dance a lot, it's a funny dance. He'll do some acting too.
Sometimes they slow down the shots, actually they do this quite a bit, to music.
It's also got a really nasty message.
Which could've easily been a good message.
But the director made sure we all knew his intentions.</div>",Negative
56,"<div class=""text show-more__control"">Possibly the most overrated film I've seen in a longtime. I thought Joaquin Phoenix wasn't nearly as good as Jack Nicholson's or Heath Ledgers. It took too long to get to the Joker part and then he wasn't nearly as creepy as either Ledger or Nicholsons. I wasn't impressed.</div>",Negative
57,"<div class=""text show-more__control"">If you love, care for, help, or just walked passed someone that struggles with mental health issues this movie spits in their face. This IS NOT The Joker. The Joker is fully aware, and loves every ounce of chaos he causes, this steaming pile of garbage takes any and all responsibility for what The Joker does and drops the blame square on the shoulders of mental health struggles he inherited from his mother, and pushed to the extreme by society. Every single criticism, or controversial review of this movie is completely justified. Oh, for Batman fans, Todd Phillips turned Thomas Wayne into Donald Trump.</div>",Negative
58,"<div class=""text show-more__control"">This film and birdman are two movies that stand out in my mind as time I will never get back.Take early Scorsese and add a dash of American psycho then slow the pace to 10% and you get somewhere close to this movie.After watching Joaquin Phoenix Oscar acceptance speech, I don't think he was acting in ""joker"",I think he was just an extreme version of himself.My wife and I kept waiting for this film to take off but got so frustrated we eventually fast forwarded through it.</div>",Negative
59,"<div class=""text show-more__control"">This film clearly polarises its viewers and I'm afraid I'm in the minority end of that polarisation. It is an over-long self indulgent study of mental illness, which is bizarrely set in a comic book world where we see the groundwork for a future Batman. A very unentertaining couple of hours, although I do acknowledge Phoenix's performance - which became the first time two actors have won an Oscar for playing the same character (Heath Ledger won for his Joker).</div>",Negative
60,"<div class=""text show-more__control"">So the movie is about a scumbag, that shows you how he became a scumbag. It gets credited for relating to how the scumbags mental state is, and how he managed to become this lowlife scumbag. Somehow this scumbags life is relatable to some people because his weak mindedness allows him to be a sociopath. So what begs to differ is - is the person that wrote the script for this movie a sociopath, or are the people that believe this is a great movie are sociopaths!!! I know one thing is for sure, I'd prefer to sleep in a room with people that think this movie is morally wrong!!!</div>",Negative
61,"<div class=""text show-more__control"">Turned it off after 15 minutes. Joaquin Phoenix can't act anymore, it's the same character every time I see him since his weird hiatus. How this movie has so much credit is beyond me, maybe it's the co stars or they haven't seen Joaquin act before.</div>",Negative
62,"<div class=""text show-more__control"">Boring, overrated &amp; a stupid movie. Waste of time.</div>",Negative
63,"<div class=""text show-more__control"">The movie is way too boring, way too long, nothing exciting happened, the movie generally sucks apart from the joker himself which Joaquin played really well and the rest deserve 0.1 out of 10..... such a waste of money to buy the Blu-ray :/</div>",Negative
64,"<div class=""text show-more__control"">Actor quality aside. This is just a sad story contrived to be sad without merit for story telling. It happened exactly as you could imagine without any creativity on the writers side.<br/><br/>Rather than watch this I suggest rewatching V for Vendetta, it's the same story done 100x better.</div>",Negative
65,"<div class=""text show-more__control"">Extremely overrated i see all the reviews above 8 . I want to watxh, when i watched i disappointed</div>",Negative
66,"<div class=""text show-more__control"">Actor quality aside. This is just a sad story contrived to be sad without merit for story telling. It happened exactly as you could imagine without any creativity on the writers side.<br/><br/>Rather than watch this I suggest rewatching V for Vendetta, it's the same story done 100x better.</div>",Negative
67,"<div class=""text show-more__control"">Boring, overrated &amp; a stupid movie. Waste of time.</div>",Negative
68,"<div class=""text show-more__control"">The movie is way too boring, way too long, nothing exciting happened, the movie generally sucks apart from the joker himself which Joaquin played really well and the rest deserve 0.1 out of 10..... such a waste of money to buy the Blu-ray :/</div>",Negative
69,"<div class=""text show-more__control"">Turned it off after 15 minutes. Joaquin Phoenix can't act anymore, it's the same character every time I see him since his weird hiatus. How this movie has so much credit is beyond me, maybe it's the co stars or they haven't seen Joaquin act before.</div>",Negative
70,"<div class=""text show-more__control"">So the movie is about a scumbag, that shows you how he became a scumbag. It gets credited for relating to how the scumbags mental state is, and how he managed to become this lowlife scumbag. Somehow this scumbags life is relatable to some people because his weak mindedness allows him to be a sociopath. So what begs to differ is - is the person that wrote the script for this movie a sociopath, or are the people that believe this is a great movie are sociopaths!!! I know one thing is for sure, I'd prefer to sleep in a room with people that think this movie is morally wrong!!!</div>",Negative
71,"<div class=""text show-more__control"">This film and birdman are two movies that stand out in my mind as time I will never get back.Take early Scorsese and add a dash of American psycho then slow the pace to 10% and you get somewhere close to this movie.After watching Joaquin Phoenix Oscar acceptance speech, I don't think he was acting in ""joker"",I think he was just an extreme version of himself.My wife and I kept waiting for this film to take off but got so frustrated we eventually fast forwarded through it.</div>",Negative
72,"<div class=""text show-more__control"">This film clearly polarises its viewers and I'm afraid I'm in the minority end of that polarisation. It is an over-long self indulgent study of mental illness, which is bizarrely set in a comic book world where we see the groundwork for a future Batman. A very unentertaining couple of hours, although I do acknowledge Phoenix's performance - which became the first time two actors have won an Oscar for playing the same character (Heath Ledger won for his Joker).</div>",Negative
73,"<div class=""text show-more__control"">If you love, care for, help, or just walked passed someone that struggles with mental health issues this movie spits in their face. This IS NOT The Joker. The Joker is fully aware, and loves every ounce of chaos he causes, this steaming pile of garbage takes any and all responsibility for what The Joker does and drops the blame square on the shoulders of mental health struggles he inherited from his mother, and pushed to the extreme by society. Every single criticism, or controversial review of this movie is completely justified. Oh, for Batman fans, Todd Phillips turned Thomas Wayne into Donald Trump.</div>",Negative
74,"<div class=""text show-more__control"">Such a waste of money on a bad movie, apart from Joaquin the movie sucks, way too boring way too long, have no idea how this piece of crap got over 8 on score.... the movie deserves 0.1 and not even 1 but I gave 2 thanks to the main actor..</div>",Negative
75,"<div class=""text show-more__control"">You'll see him dance a lot, it's a funny dance. He'll do some acting too.
Sometimes they slow down the shots, actually they do this quite a bit, to music.
It's also got a really nasty message.
Which could've easily been a good message.
But the director made sure we all knew his intentions.</div>",Negative
76,"<div class=""text show-more__control"">Possibly the most overrated film I've seen in a longtime. I thought Joaquin Phoenix wasn't nearly as good as Jack Nicholson's or Heath Ledgers. It took too long to get to the Joker part and then he wasn't nearly as creepy as either Ledger or Nicholsons. I wasn't impressed.</div>",Negative
77,"<div class=""text show-more__control"">What an absolute horrible slog of a film. It is dark, depressing, poorly acted, incredibly and needlessly violent and the very antithesis of entertainment. Avoid this absysmal piece of dung.</div>",Negative
78,"<div class=""text show-more__control"">I guess I was expecting something more, the hype was huge, sadly I felt this movie left me wondering why?? The acting was adequate, action non existent, dialogue superficial and Phoenix a sad reproduction of Ledgers benchmark. Just my opinion, however my lady watched it with me and seemed befuddled by the absolute lack of anything noteworthy. As an origin story, it was disappointing, as an artistic endeavor to exploit comic logic in an ethereal manner, it was tragically successful. Of the 20 or so people I have discussed this movie with, all but one, an arts student in his eighth year of studies, felt much the same. Sadly, this seems to be the way of the Hollywood studios, reheat old stew, add curry powder and call it original.</div>",Negative
79,"<div class=""text show-more__control"">Could have been good. I don't understand why anyone would rate this well unless you like watching a depressed person for 2hrs. Was expecting a decent movie with the ratings. Must be some Emmy award-winning garbage.</div>",Negative
80,"<div class=""text show-more__control"">Finally got around to watching this movie, I really enjoy a good origin story of which this was not! The maniacal clown that I grew up with reading the comics Was this, he was originally the Red Hood: a criminal who, during his final heist, vanishes after leaping into a vat of chemicals to escape Batman. His resulting disfigurement led him to adopt the name ""Joker"", from the playing card figure he came to resemble.
He was not a young Jack Napier who killed Bruce Wayne's parents in the Tim Burton travesty. He didn't start a clown movement and start a riot resulting in Wayne's parents death. Let's do a little time line figuring out too. If Arthur was lets say 30 in this movie and Bruce was lets say 10, when the time came for the two to meet as The Joker and Batman the would have been 50 and 30.
Enough with destroying characters origins!</div>",Negative
81,"<div class=""text show-more__control"">Way too long for what was told. Way too slow. The hype is ""fake"". The acting is good along with the cenematography, but the plot and story doesn't need more than an hour to tell. Can not agree with this movie winning an oscar for any category.</div>",Negative
82,"<div class=""text show-more__control"">I don't get all the 10 scores for this movie. I found it to be a confusing, convoluted mess, not worth the money I paid to see it, oh wait I did not pay to see it so that is a plus. Slow, boring and full of plot holes that you could drive a truck through. If you go into this movie thinking it is an extension of the Christopher Nolan trilogy, you are in for a rude awakening. If you think that this is the Joker of the 1960s Batman, you are in for shock. Hard pass.</div>",Negative
83,"<div class=""text show-more__control"">Terrible and boring , a terrible modern movie . main character is not interesting, the movie seems like a bad copy of the first joker Movie looks like a teen movie that it is intended exclusively for teenagers because it's not too good for adults ,it is too soft .I give a review 2 of 10 And the movie is boring and not interesting at least deserves 2 for a nice picture</div>",Negative
84,"<div class=""text show-more__control"">Phoenix was one of the worst jokers to ever play the part. He had 2 hours to pull you in and make you believe he could be joker but failed horribly. It was just watching some guy reading lines. Heath ledgers joker you could feel the pain in his acting. Jack Nicholson and Jared Leto you could see the crazy defiance but Phoenix was nothing. They threw the wrong guy on the screen to get across their views of the world.</div>",Negative
85,"<div class=""text show-more__control"">This movie is truely a masterpiece. Rather than a comic book flick this movie wasa total psychological study. Joaquin Phoenix was really awesome as Joker. He really made us feel compassion and sorrow for the suffering he has been facing from the dirty political society.</div>",Negative
86,"<div class=""text show-more__control"">Joaquin Phoenix is a very good actor, he did all he could do to justify such a sad excuse for a story featuring as the greatest comic book villain in the universe. He did very good imitation of the many great actors who played Joker and tried to maintain the same level of insanity portrayed by them to personify the intense negative character. You could remove all the hints given in the movie to the Batman comics and Joaquin could still demand the Oscar as the best actor. But the screenplay/story destroyed all the fantasies I had, and in fact all the fans, of Joker. Joker has plan in his madness and this guy is just a regular mental patient.</div>",Negative
87,"<div class=""text show-more__control"">I was expecting a masterpiece and oscar worthy film from all the hype.
I actually didn't enjoy watching this movie.
there was no message, it was slow and the joker turned out just to be the son of a schizophrenic and went crazy over a slight amount of bullying. I don't see how anyone could relate to this character and the laughing is lame acting way overdone.
I'm just stunned that this has a 9/10 rating right now, how the hell?</div>",Negative
88,"<div class=""text show-more__control"">Absolute disappointment. I believed the hype like a fool. No person that actually saw it told me it was a good movie, just the stupid reviews. It's so cringe, with nothing actually happening except Phoenix smoking and dancing around. There is no action, no substance, no humor. Everything is so cringe and overacted.
I suppose if you like those independent movies at TIFF or Cannes this is something for you. If you actually wanna be entertained and see The Joker from the DC, this is not it.
Best description is millennial joker. Society is mean to him, nobody gives him anything so he cries and complains about it to get attention. When none is given, he starts killing.</div>",Negative
89,"<div class=""text show-more__control"">I do agree that Joaquin's performance was great, very well done and not an easy part to pull off. That however, was the only good part of the film. Movie was dark as I expected, but so much SLOW dialog it was putting me to sleep. Parts of the movie were VERY predictable, though a couple (literally two) of surprises that were good but didn't out weigh a very slow moving poorly laid out story. I say skip this one and wait for it to hit the other subscription services, I'd ask for my money back but I did stay till the end.</div>",Negative
90,"<div class=""text show-more__control"">Somehow the darkest and most serious movies get the highest ratings. People say that this movie is so thrilling and that Joaquin Phoenix deserves an Oscar but at the end of the day, it wasn't entertainment. There were so many evil moments and dark scenes but what's so good about that?<br/><br/>This movie was almost like instructions on how to be a psycho. They flipped the usual idea and boundaries of good and evil for the audience to feel sorry for the bad guy. People seem to think this is a good thing. It's bad!<br/><br/>The point of a movie is to entertain audiences and this movie just made me feel depressed and miserable. I'll have to watch a movie where the hero is clear and the villain is clear so I can actually be entertained. The fundemental and successful formula for a film.</div>",Negative
91,"<div class=""text show-more__control"">I sat through this slowwwwww movie and would gladly have left half way into it. Its a boring movie until the last 5 minutes... overhyped as usual....the violence must have been cut out of the version i seen as i think i have seen more gore in a disney movie</div>",Negative
92,"<div class=""text show-more__control"">It's just that boring. really can't understand what the hype is all about??!</div>",Negative
93,"<div class=""text show-more__control"">I didnt really know much about this movie. I hadnt seen any trailers for it or anything but i decided to give it a go while i was stoned with my mate Steve. we actually got tickets for a different movie but couldnt find our screen so we ended up in the screen showing The Joker. It wasnt til about 45 minutes in that I realised this movie is no good. I couldnt understand a lot of what certain actors were saying it was really mumbled and low quality. The story is so confusing its hard to keep track of who's who. There's a lot of scenes where literally nothing happens except for people talking or walking down corridors. I whispered to my mate Steve about an hour in to see if he thought it was as bad as i did, but he had fallen asleep.<br/><br/>The good thing about the movie is the acting. the geezer who plays the joker is very good at it. Also there is a few very funny scenes near the end but other than that this movie is overly long, too complex, not enough action, and poor directing.</div>",Negative
94,"<div class=""text show-more__control"">This movie is poorly done as to how it tells the story. It is a dark movie showing the problem of mental illness</div>",Negative
95,"<div class=""text show-more__control"">I just didn't get the hype about this movie. And why are we entertaining such violent movies. It wasn't nearly as good as I expected it to be. No doubt the acting was good, but apart from that there's no story. It's dark depressing movie, about a guy who's dealing with bipolar disorder and killing everyone around him, including his Mother. What kind of negative message is it passing on to the society.</div>",Negative
96,"<div class=""text show-more__control"">I realy dont know those Masterpiece reviews its a realy boring movie whit nothing special a about it. Heath ledger its not realy happy in the grave about this movie</div>",Negative
97,"<div class=""text show-more__control"">This movie is a shallow look at mental disorders, and somehow is 2 hours but moves in no direction and drops you back to the beginning. Do not waste your money, go see Hustlers.</div>",Negative
98,"<div class=""text show-more__control"">There is no reason for this movie to have been made. I went because of all the ecstatic reviews. Two hours of relentless blood spilling and gory murders. Giving the Joker this horrific backstory does nothing to enhance the Batman nemesis story. Joaquin Phoenix gives a silly, over-the-top performance. Robert De Nero is the only reason I gave this trash 3 stars. He enhances, but cannot save, this terrible movie.</div>",Negative
99,"<div class=""text show-more__control"">These reviews claiming this movie to be a ""masterpiece"" etc etc, are absolutely ridiculous. You know the story before you walk in. Much of what happens you predict well in advance. Rather than entertain the audience, it relies on you being fascinated by the antics of a psychotic nutcase whilst trying to convince you that he is somehow heroic.</div>",Negative
100,"<div class=""text show-more__control"">I think this is a movie for Batman or comic fans?
As a stand-alone movie I didn't really care for it.
Nothing really happened, a guy was sad and depressed and killed another guy.
Nothing impressive</div>",Negative
101,"<div class=""text show-more__control"">Cannot understand why this movie gets high score. The content is so bad, gloomy and unreasonable. It is exaggerated too much. How can a mad guy who kill 03 men become a symbol for a mad society??? How can rich men always badly treat or make difficulty to poor guy??? Any reason for a mad crowd tries to protest a senator who is just only standing as a candidate for President position???
Three stars for the good performance of main character.</div>",Negative
102,"<div class=""text show-more__control"">In terms of production this film is on the A lost, however, I failed to draw any entertainment or value from this movie. Dont recommend it at all.</div>",Negative
103,"<div class=""text show-more__control"">Ive only seen a few batman movies so i decided to go watch joker and since joaquin was the leading actor i thought it would be decent. i was impressed with the movie completely from the narrative to the soundtrack to the ending. and acting from joaquin was phenomenal deserves a OSCAR hands down!!! best performance ive seen in years since decaprio and the revenant. its so good im going next weeknd and watch it again...i havent done that since well ive never done that before. 10/10 movie i couldnt find a flaw in his acting role</div>",Negative
104,"<div class=""text show-more__control"">Despite an extraordinary performance from Phoenix, the film itself is a sub-par experience. It's Taxi Driver lite, from someone who has seen the far superior film and completely failed to grasp its meaning.</div>",Negative
105,"<div class=""text show-more__control"">Total flat storyline not a single peak moment, nothing new, nothing amazing, nothing entertaining except the acting. Just a man crying about his existence. We have seen this story a thousand times in thousand different movies also multiple times in batman too. We know that joker struggled a lot in his personal life as a common man, dull story ruined the character. I see people saying a lot good about it maybe just because they can't betray their joker but I like joker for his madness not his crying or sick attitude in his personal life.</div>",Negative
106,"<div class=""text show-more__control"">Feels a bit like Requiem for a Dream meets Taxi Driver, but not nearly as good as either. Was there a single memorable script line or cerebral plot twist in the entire film? Not that I noticed.</div>",Negative
107,"<div class=""text show-more__control"">I dislike this movie, although I do not deny the great performance of Joaquin Phoenix. I extremely dislike the ways to send the genuine message about mental illness: unrealistically ugly graffiti everywhere on/in the bus and buildings, unreasonable intensified music here and there, over-centered crime scenes, unrealistic incapable/stupid police, weird development of psychiatric disorders, unbelievable reaction of the society to the crime behaviors... all of them make me extremely uncomfortable rather than enjoying the show.</div>",Negative
108,"<div class=""text show-more__control"">Wow. I can't believe what I watched. Not in a good way. Although the filmmakers said this was ""king of comedy"" or ""taxi driver"" it most certainly is not. Sorry to be saying this. I wanted to love it so much, and it was only reaching an entertaining moment in the last 15 min when it actually starts turning into a comic book movie. Although Joaquin created a very deep and dark Joker, he has nobody to bounce off of. The character in a Batman or actual Arkham Asylum scenario would be very interesting I didn't find this version very interesting. Also unfortunately I don't see anything in this Joker movie that makes me think Todd Phillips could reach anything close to Taxi Driver. There were a lot of topics touched on (race, poverty, mental health, comedy) that never really felt like they hit a real point of view.</div>",Negative
109,"<div class=""text show-more__control"">Not as good as i thought, too much overrated by people</div>",Negative
110,"<div class=""text show-more__control"">This was a waste of time for me at least. I felt like I had seen it all before, on TV, you know one of those soap operas. Not sure how it's been ranked so high, I guess some just like snail paced movies where it's all about the sad upbringing of the main character.
Beware, this is not a DC movie, more like a telenovela.</div>",Negative
